GISJOIN,STATE,STATEA,COUNTY,COUNTYA,TRACTA,pop_total_2010,housing_occupied_2010,housing_vacant_2010,housing_owner_occ_2010,housing_renter_occ_2010,age_under5_2010,age_5to9_2010,age_10to14_2010,age_15to17_2010,age_18to19_2010,age_20_2010,age_21_2010,age_22to24_2010,age_25to29_2010,age_30to34_2010,age_35to39_2010,age_40to44_2010,age_45to49_2010,age_50to54_2010,age_55to59_2010,age_60to61_2010,age_62to64_2010,age_65to69_2010,age_70to74_2010,age_75to79_2010,age_80to84_2010,age_85plus_2010,race_nhwhite_2010,race_nhblack_2010,race_nhaian_2010,race_nhapi_2010,race_nhother_2010,race_nhtwo_2010,race_hispwhite_2010,race_hispblack_2010,race_hispaian_2010,race_hispapi_2010,race_hispother_2010,race_hisptwo_2010,pop_total_2020,land_area_sqkm,density_perkm2,settlement_type
G0100150002400,Alabama,01,Calhoun County,015,002400,4518,1753,141,1473,280,249,298,334,177,149,56,52,160,257,260,293,345,340,348,280,143,191,219,135,118,71,43,4271,88,20,20,1,47,33,2,1,3,26,6,4402.0,124.532458,36.27969826147654,rural
G0100150002501,Alabama,01,Calhoun County,015,002501,7069,2677,189,2233,444,431,488,550,319,199,62,87,204,384,442,523,501,540,546,505,162,238,324,217,178,102,67,6261,568,26,45,13,80,40,1,10,0,15,10,7042.0,97.247552,72.69077580482437,rural
G0100150002502,Alabama,01,Calhoun County,015,002502,4661,1800,207,1558,242,260,293,314,226,118,55,56,132,224,272,309,333,351,416,359,135,200,214,170,113,72,39,4434,77,17,26,2,64,15,0,1,1,16,8,4553.0,164.013831,28.418335036634804,rural
G0100150002600,Alabama,01,Calhoun County,015,002600,4615,1804,333,1494,310,229,297,360,175,133,58,37,128,233,273,298,311,398,428,381,129,177,220,165,96,56,33,4301,160,23,5,2,67,23,6,1,0,17,10,4664.0,176.938916,26.08244757190668,rural
G0100150981901,Alabama,01,Calhoun County,015,981901,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8.0,63.043619,0.09517220132936847,rural
G0100150981902,Alabama,01,Calhoun County,015,981902,5,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1.93,90.052439,0.05552320465190287,rural
G0100150981903,Alabama,01,Calhoun County,015,981903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,36.078304,0.0,rural
G0100170953800,Alabama,01,Chambers County,017,953800,3619,1502,401,1265,237,168,200,215,142,94,34,26,96,158,181,191,227,286,336,312,112,155,253,172,120,64,77,2531,1006,9,3,1,31,16,0,0,0,18,4,3156.0,515.859108,7.0154814442086,rural
G0100170953900,Alabama,01,Chambers County,017,953900,2900,1229,240,818,411,172,153,230,136,82,36,35,82,138,135,162,181,182,220,214,102,135,157,111,91,79,67,1375,1470,3,6,3,26,9,2,0,0,5,1,3292.0,98.335873,29.49076376227422,rural
G0100170954000,Alabama,01,Chambers County,017,954000,6669,2682,469,1939,743,321,405,370,258,150,102,82,216,368,355,350,435,485,634,516,193,276,320,260,233,155,185,2724,3776,3,13,0,44,35,20,6,2,29,17,6138.0,675.980188,9.86567375551545,rural
G0100170954200,Alabama,01,Chambers County,017,954200,3257,1303,164,1002,301,192,203,231,148,85,30,34,100,164,200,215,214,250,251,244,88,130,201,111,78,46,42,2421,742,16,12,3,23,16,5,2,0,10,7,3309.0,62.840573,51.82957195504885,rural
G0100170954300,Alabama,01,Chambers County,017,954300,4708,1911,844,1210,701,303,283,307,194,108,60,48,176,289,291,351,348,345,337,329,123,179,205,158,114,80,80,2673,1831,12,106,0,43,25,0,1,0,8,9,5637.0,132.91022,35.42240769746675,rural
G0100170954400,Alabama,01,Chambers County,017,954400,995,445,115,307,138,37,48,51,37,27,18,12,33,41,48,65,63,70,67,84,39,38,91,38,44,27,17,178,789,0,0,1,9,4,5,0,0,6,3,966.0,4.407904,225.73086891184562,suburban
G0100170954500,Alabama,01,Chambers County,017,954500,3804,1578,358,897,681,233,226,233,151,90,58,42,131,237,206,253,239,228,269,268,95,159,191,150,133,107,105,1873,1702,9,3,12,66,45,16,1,1,66,10,3941.0,6.948351,547.4680251472615,suburban
G0100170954600,Alabama,01,Chambers County,017,954600,3411,1415,214,961,454,189,205,228,157,75,46,33,111,190,183,218,233,227,200,197,77,111,200,148,149,111,123,2723,568,2,17,0,27,33,2,0,2,31,6,3844.0,9.688025,352.0841451172969,suburban
G0100170954700,Alabama,01,Chambers County,017,954700,4852,1868,266,1444,424,338,322,372,245,119,69,63,152,302,315,342,345,329,333,303,106,184,205,137,123,73,75,3395,1322,3,13,3,58,36,1,2,0,18,1,4489.0,38.03904,127.55316643111918,suburban
G0100190955701,Alabama,01,Cherokee County,019,955701,3332,1400,1082,1032,368,181,203,171,127,83,24,25,107,155,151,172,210,252,262,266,127,174,247,183,108,64,40,2930,277,18,10,3,60,19,0,0,0,8,7,3365.0,103.699521,32.13129595844517,rural
G0100190955702,Alabama,01,Cherokee County,019,955702,3872,1570,755,1323,247,196,217,261,155,96,48,42,112,161,192,257,252,301,321,282,112,194,241,187,138,72,35,3775,14,15,2,1,46,8,0,0,0,10,1,3702.0,353.519839,10.952709219807039,rural
G0100190955800,Alabama,01,Cherokee County,019,955800,5561,2249,1263,1819,430,307,340,377,216,162,54,62,160,294,319,381,382,403,454,420,180,229,322,232,129,94,44,5186,122,35,12,4,75,47,0,0,0,72,8,5171.0,233.670768,23.798441061314094,rural
G0100190955900,Alabama,01,Cherokee County,019,955900,4235,1735,335,1342,393,239,279,302,162,101,40,45,116,225,195,283,316,338,335,292,136,179,226,186,111,78,51,3786,307,17,7,2,66,25,0,7,0,11,7,4171.0,307.944713,13.752468612766865,rural
G0100190956000,Alabama,01,Cherokee County,019,956000,4017,1676,745,1185,491,212,171,182,151,77,30,47,120,143,194,213,217,257,316,288,132,206,311,247,203,145,155,3660,251,13,9,4,47,19,2,0,2,1,9,4053.0,62.194459,64.58774727825833,rural
G0100190956100,Alabama,01,Cherokee County,019,956100,4972,1996,1461,1644,352,255,314,337,211,129,51,47,128,227,287,332,365,368,413,361,146,199,299,228,149,72,54,4592,235,24,10,1,53,34,0,6,3,6,8,4509.0,373.046652,13.328091736901582,rural
G0100210060101,Alabama,01,Chilton County,021,060101,5219,1966,249,1356,610,415,346,306,205,129,70,56,224,373,367,359,337,340,397,323,102,142,213,185,132,109,89,3414,1272,9,24,2,46,109,15,1,2,304,21,5135.0,55.899111,93.36463329443647,rural
G0100210060102,Alabama,01,Chilton County,021,060102,6303,2508,273,1678,830,452,418,420,245,147,67,77,211,396,442,419,358,363,404,389,173,242,294,239,206,168,173,5101,615,17,43,8,61,123,17,0,6,290,22,6658.0,64.410614,97.85654271204433,rural
G0100210060200,Alabama,01,Chilton County,021,060200,2807,1119,283,922,197,162,194,181,128,66,32,31,82,147,161,206,202,204,219,174,75,115,156,106,87,41,38,2711,14,8,3,1,29,21,0,1,0,18,1,2751.0,98.56572,28.478460868545373,rural
G0100210060300,Alabama,01,Chilton County,021,060300,3808,1464,505,1166,298,252,260,246,150,80,40,43,135,254,256,278,223,270,306,268,105,123,183,154,86,63,33,3405,25,22,6,0,26,146,0,4,1,158,15,3910.0,271.746823,14.013043309801638,rural
G0100210060401,Alabama,01,Chilton County,021,060401,5466,2000,242,1634,366,387,394,407,236,127,64,59,193,322,396,409,416,372,365,328,127,174,245,183,131,73,58,4546,380,7,21,2,43,159,11,5,1,282,9,5749.0,91.241899,59.90668826390823,rural
G0100210060402,Alabama,01,Chilton County,021,060402,8776,3229,396,2475,754,634,634,642,376,232,108,95,319,571,621,635,588,584,634,603,186,282,354,281,193,123,81,6965,587,40,23,10,68,589,6,0,5,441,42,9335.0,244.387781,35.91014233236154,rural
G0100210060500,Alabama,01,Chilton County,021,060500,2902,1157,217,929,228,148,213,196,156,68,29,36,104,168,171,197,180,234,203,178,85,120,156,96,76,48,40,2165,656,4,4,3,25,4,0,0,7,21,13,2995.0,451.112043,6.432991637068754,rural
G0100210060600,Alabama,01,Chilton County,021,060600,3261,1197,167,1033,164,186,233,231,168,113,39,51,103,170,218,213,239,294,237,215,78,85,129,93,78,46,42,2916,119,7,7,3,23,48,8,0,1,122,7,3294.0,260.71472,12.507924370361597,rural
G0100210060700,Alabama,01,Chilton County,021,060700,5101,1918,388,1485,433,360,383,369,227,130,77,67,161,313,350,307,344,356,415,329,105,168,236,142,141,58,63,4172,503,20,5,5,32,119,2,10,26,184,23,5187.0,256.404875,19.894317531989202,rural
G0100230956700,Alabama,01,Choctaw County,023,956700,3184,1419,422,1183,236,149,180,193,152,95,38,46,81,151,145,178,221,276,267,275,96,121,178,127,85,72,58,607,2548,5,0,0,14,0,10,0,0,0,0,2783.0,577.45334,5.513865414649779,rural
G0100230956800,Alabama,01,Choctaw County,023,956800,4423,1931,387,1474,457,245,251,265,168,95,40,43,136,224,216,256,257,302,358,307,139,187,284,229,183,126,112,2761,1581,9,7,10,23,10,8,0,0,13,1,4176.22,752.526593,5.877533154499432,rural
G0100230956900,Alabama,01,Choctaw County,023,956900,3879,1567,330,1397,170,217,284,291,153,78,47,44,101,184,226,247,244,285,267,288,104,145,233,182,114,75,70,3190,646,2,5,0,11,19,0,0,0,5,1,3626.78,578.538008,6.704831742014087,rural
G0100230957000,Alabama,01,Choctaw County,023,957000,2373,949,264,812,137,138,149,205,101,62,16,21,57,110,137,154,157,181,193,150,57,94,137,89,66,56,43,1142,1215,2,0,0,8,2,4,0,0,0,0,2079.0,457.436807,5.187601792612198,rural
G0100250957500,Alabama,01,Clarke County,025,957500,1760,722,150,619,103,84,121,116,66,49,20,18,37,91,101,101,100,131,171,115,50,81,109,84,51,29,35,1345,380,4,2,0,12,9,2,2,0,4,0,1531.0,249.006278,7.068094885543408,rural
G0100250957601,Alabama,01,Clarke County,025,957601,998,377,118,340,37,53,59,74,50,34,15,9,34,53,40,65,52,82,84,52,20,42,52,54,32,24,18,726,248,3,11,2,2,6,0,0,0,0,0,934.0,489.655838,2.038166243613744,rural
G0100250957602,Alabama,01,Clarke County,025,957602,5515,2236,324,1479,757,352,350,409,300,157,89,63,171,263,311,346,363,412,344,369,130,205,260,220,167,124,110,2999,2366,9,36,5,30,33,12,3,0,17,5,4799.0,193.38364,28.518441373841135,rural
G0100250957700,Alabama,01,Clarke County,025,957700,1329,572,352,477,95,66,68,104,55,31,14,10,27,65,70,71,84,98,104,91,40,62,92,65,47,37,28,725,580,5,2,0,15,0,2,0,0,0,0,1087.0,370.17342,3.5902091511594754,rural
G0100250957800,Alabama,01,Clarke County,025,957800,5488,2199,500,1759,440,266,367,382,284,181,51,68,148,337,322,353,361,404,429,352,135,171,272,217,169,132,87,2708,2657,13,8,2,37,31,14,2,1,8,7,4865.0,832.734379,6.590336772921921,rural
G0100250957901,Alabama,01,Clarke County,025,957901,3493,1431,219,1130,301,195,246,264,143,77,32,22,84,190,208,218,222,263,293,244,69,138,178,160,122,68,57,2315,1100,10,4,0,30,15,2,0,1,12,4,3274.61,375.872505,9.293044725365055,rural
G0100250957902,Alabama,01,Clarke County,025,957902,4230,1667,306,1193,474,279,286,321,198,106,46,45,115,227,262,231,274,308,330,291,101,116,198,153,133,99,111,2134,1969,35,14,0,19,25,13,0,1,16,4,3793.39,107.872409,39.21299282377202,rural
G0100250958001,Alabama,01,Clarke County,025,958001,1289,497,81,426,71,89,95,107,54,22,10,10,33,70,80,85,101,102,98,80,40,40,68,41,31,20,13,643,622,10,0,0,5,2,7,0,0,0,0,1233.0,141.719881,9.095407016323984,rural
G0100250958002,Alabama,01,Clarke County,025,958002,1731,636,251,573,63,84,109,168,125,65,29,8,56,76,108,120,153,114,107,112,38,52,77,58,34,21,17,348,1358,7,1,0,6,6,4,0,0,1,0,1570.0,447.191138,3.8708280484753255,rural
G0100270958900,Alabama,01,Clay County,027,958900,5324,2149,482,1565,584,331,319,366,228,127,62,48,179,283,271,325,332,371,388,357,165,211,258,250,168,155,130,3957,1051,19,4,3,119,105,2,0,1,61,2,5629.0,513.061938,10.376914765405964,rural
G0100270959000,Alabama,01,Clay County,027,959000,3224,1335,220,836,499,175,165,208,126,103,28,33,120,167,196,225,224,244,230,177,76,109,192,139,110,97,80,2385,602,16,15,0,45,72,13,0,0,68,8,3205.0,179.599846,17.95101761946945,rural
G0100270959100,Alabama,01,Clay County,027,959100,2904,1191,247,1024,167,165,151,217,116,65,32,45,89,133,171,186,205,241,224,204,72,107,160,127,93,53,48,2787,26,10,1,1,30,14,0,0,0,29,6,2940.0,383.065557,7.580947821941611,rural
G0100270959200,Alabama,01,Clay County,027,959200,2480,995,157,841,154,130,148,199,100,47,26,15,70,137,122,168,165,222,200,181,78,83,157,101,73,32,26,2057,369,10,3,1,22,3,3,0,0,9,3,2462.0,488.524939,5.076506442181859,rural
G0100290959500,Alabama,01,Cleburne County,029,959500,2684,1053,197,853,200,156,206,184,113,74,23,30,73,143,146,187,179,203,198,190,76,131,158,94,76,27,17,2615,7,11,1,0,30,3,0,0,0,11,6,2551.0,491.550996,5.46026764637051,rural
G0100290959600,Alabama,01,Cleburne County,029,959600,4202,1672,183,1130,542,260,264,262,181,118,46,44,128,255,220,285,288,296,265,291,127,160,207,156,148,97,104,3716,333,17,5,1,50,34,0,0,2,35,9,4202.0,243.813314,17.234497702615208,rural
G0100290959700,Alabama,01,Cleburne County,029,959700,3419,1352,202,1118,234,204,192,212,161,92,32,47,114,177,155,209,262,271,262,232,107,134,196,143,111,60,46,3055,149,8,12,2,38,59,4,0,6,83,3,3523.0,418.867006,8.16249537687387,rural
G0100290959800,Alabama,01,Cleburne County,029,959800,4667,1814,245,1461,353,318,280,339,219,122,45,53,134,284,243,333,319,339,315,317,120,166,256,175,135,83,72,4570,5,14,6,1,19,27,0,1,1,18,5,4780.0,296.421451,15.744474579203109,rural
G0100310010100,Alabama,01,Coffee County,031,010100,2057,828,158,659,169,92,158,170,110,58,27,18,47,97,129,150,115,162,143,140,56,80,115,77,43,41,29,1840,81,60,5,0,54,10,0,1,0,3,3,2130.0,242.94293,8.467009103743006,rural
G0100310010200,Alabama,01,Coffee County,031,010200,1841,765,123,637,128,78,110,124,82,52,26,12,38,97,95,106,141,139,119,149,65,76,104,86,71,36,35,1607,139,41,2,0,30,15,2,0,0,5,0,1853.0,208.213109,8.841902456775669,rural
G0100310010300,Alabama,01,Coffee County,031,010300,4258,1692,199,1398,294,216,238,312,207,110,43,40,103,177,230,294,306,337,350,344,115,175,242,164,126,71,58,3591,337,114,43,4,89,56,3,1,1,14,5,5151.0,292.554357,14.55456019750887,rural
G0100310010400,Alabama,01,Coffee County,031,010400,2152,871,137,643,228,126,115,137,98,56,30,28,88,86,97,131,157,166,185,159,52,81,114,96,58,49,43,1625,385,48,2,3,40,14,1,3,6,22,3,1927.0,210.309776,10.232524806645221,rural
G0100310010500,Alabama,01,Coffee County,031,010500,4558,1805,288,1205,600,256,267,289,178,109,37,53,143,260,262,315,284,297,334,318,108,165,238,201,192,134,118,2962,1433,49,11,7,54,4,2,2,0,23,11,4412.0,200.757209,22.704041477285134,rural
G0100310010600,Alabama,01,Coffee County,031,010600,1561,630,103,495,135,83,86,114,60,39,16,17,45,56,75,99,96,133,131,95,45,79,101,82,49,34,26,1436,19,51,4,0,36,15,0,0,0,0,0,1522.0,128.07104,12.188547855939952,rural
G0100310010700,Alabama,01,Coffee County,031,010700,2286,898,139,784,114,129,150,151,104,54,18,21,67,102,106,156,187,174,170,164,37,102,130,122,64,43,35,2044,88,69,5,1,37,19,0,4,0,16,3,2200.0,213.531774,10.70566668921132,rural
G0100310010800,Alabama,01,Coffee County,031,010800,2840,1130,124,955,175,152,174,174,127,68,17,19,72,143,174,204,221,247,235,188,83,130,139,118,69,60,26,2568,132,19,20,0,35,36,0,1,2,15,12,3196.0,137.017317,20.727307045429885,rural
G0100310010900,Alabama,01,Coffee County,031,010900,2117,863,170,514,349,137,123,148,77,49,22,21,76,169,144,122,131,162,165,152,65,74,82,58,62,41,37,1321,631,12,20,2,27,45,7,0,0,41,11,2159.0,20.259274,104.49535358473358,suburban
G0100310011000,Alabama,01,Coffee County,031,011000,3526,1348,145,914,434,307,276,259,138,85,54,34,136,278,247,211,209,214,218,221,62,113,127,135,88,63,51,2030,768,25,22,5,69,85,14,2,2,487,17,3748.0,28.694094,122.88243009171156,suburban
G0100310011100,Alabama,01,Coffee County,031,011100,2026,839,86,523,316,157,117,137,92,52,28,23,56,137,145,112,104,127,117,117,39,57,91,111,84,64,59,1483,362,8,17,3,45,61,6,0,0,33,8,2077.0,3.293264,615.1951377114012,suburban
G0100310011201,Alabama,01,Coffee County,031,011201,8036,3034,152,2500,534,486,570,692,348,181,57,43,218,431,483,565,673,626,542,495,204,295,346,278,245,148,110,6693,531,36,186,15,152,240,12,4,1,124,42,9375.0,40.691358,197.48665060527102,suburban
G0100310011202,Alabama,01,Coffee County,031,011202,8530,3512,399,1479,2033,794,528,485,334,186,118,114,766,1331,799,597,453,422,397,349,141,202,202,130,108,49,25,5112,1652,31,275,9,264,461,45,9,44,573,55,9083.0,12.530083,680.7616517783641,suburban
G0100310011300,Alabama,01,Coffee County,031,011300,4160,1634,258,688,946,290,275,265,182,134,41,71,170,295,254,238,235,247,244,215,79,148,183,153,145,124,172,1822,1699,39,68,3,111,135,10,16,8,215,34,4632.0,19.663201,211.56270538047187,suburban
G0100330020100,Alabama,01,Colbert County,033,020100,3467,1601,240,1005,596,223,212,215,129,84,35,43,135,265,250,229,206,248,255,207,71,102,149,134,104,84,87,2533,738,8,15,1,65,41,8,1,0,51,6,3575.0,4.370972,793.1874191827355,suburban
G0100330020200,Alabama,01,Colbert County,033,020200,1957,875,209,455,420,118,100,104,82,58,21,28,81,134,98,123,133,143,166,133,44,61,78,58,56,46,92,1530,360,4,2,2,24,12,0,0,0,21,2,1883.0,2.15579,907.7878643096034,suburban
G0100330020300,Alabama,01,Colbert County,033,020300,2032,901,147,396,505,142,123,126,87,66,22,34,82,138,101,101,122,153,148,129,66,56,110,79,49,55,43,682,1259,4,1,0,32,16,9,0,5,24,0,2273.0,5.213417,389.7635658148965,suburban
G0100330020400,Alabama,01,Colbert County,033,020400,1530,632,41,563,69,84,86,87,52,32,16,14,39,77,80,92,109,87,110,104,43,64,100,70,65,81,38,1418,55,8,14,0,19,8,0,0,0,0,8,1504.0,5.25914,290.9220899234475,suburban
G0100330020500,Alabama,01,Colbert County,033,020500,5221,2147,185,1503,644,303,297,344,230,136,67,57,172,300,308,315,342,383,371,310,147,201,275,220,179,135,129,4531,487,22,23,0,86,29,16,1,0,20,6,5150.0,23.610536,221.13009209109018,suburban
G0100330020600,Alabama,01,Colbert County,033,020600,4128,1916,243,1087,829,261,240,226,133,100,49,42,185,253,231,220,229,257,264,306,107,144,230,193,183,135,140,2628,1354,14,6,6,73,16,15,0,0,15,1,4769.0,9.861621,418.59244033004313,suburban
G0100330020701,Alabama,01,Colbert County,033,020701,6103,2365,223,1883,482,368,418,497,250,142,50,70,176,258,384,448,469,471,477,407,155,199,274,221,169,113,87,5064,732,19,42,9,56,80,4,1,0,84,12,7269.0,112.88717,54.06283105511459,rural
G0100330020703,Alabama,01,Colbert County,033,020703,5175,2184,125,1477,707,290,290,365,232,127,69,54,145,324,321,343,343,398,403,310,159,179,263,224,153,90,93,3951,967,13,61,8,62,25,10,0,0,59,19,6796.0,8.140717,635.6933916263149,suburban
G0100330020704,Alabama,01,Colbert County,033,020704,4321,1818,121,1427,391,240,225,281,165,153,60,39,139,253,232,216,261,305,337,291,120,135,209,222,183,137,118,3554,554,13,25,1,67,63,0,0,5,36,3,4727.0,7.269412,594.4084610969911,suburban
G0100330020801,Alabama,01,Colbert County,033,020801,4487,1843,304,1531,312,259,220,282,177,118,41,51,136,230,226,231,290,348,374,393,155,197,263,205,141,97,53,3397,861,32,20,3,89,41,0,0,0,36,8,4182.0,118.959124,37.71883861552309,rural
G0100330020802,Alabama,01,Colbert County,033,020802,3766,1552,216,1251,301,224,172,234,143,115,41,50,149,168,202,200,290,294,325,242,113,149,231,158,123,77,66,2944,592,53,9,1,51,42,2,2,0,67,3,3422.0,215.247341,17.496151090665506,rural
G0100330020901,Alabama,01,Colbert County,033,020901,4327,1706,213,1335,371,247,267,307,197,110,58,58,136,249,212,287,297,350,330,315,100,157,247,179,103,63,58,4060,127,34,8,1,42,33,1,0,1,18,2,4287.0,133.025551,32.52758562150214,rural
G0100330020902,Alabama,01,Colbert County,033,020902,3972,1571,231,1291,280,183,239,304,149,89,53,40,106,211,195,278,253,333,333,300,121,138,238,155,113,78,63,3643,199,20,6,2,53,27,1,0,0,19,2,3712.0,259.170577,15.325813778621947,rural
G0100330021000,Alabama,01,Colbert County,033,021000,3942,1662,487,1369,293,192,214,244,155,87,31,35,101,186,205,252,245,281,315,286,137,177,272,197,149,95,86,3399,417,18,6,1,45,22,0,0,0,25,9,3678.0,629.705965,6.2600645683894705,rural
G0100350960200,Alabama,01,Conecuh County,035,960200,1808,755,319,646,109,100,93,132,82,57,27,16,42,82,90,108,99,138,148,137,58,91,110,71,39,47,41,870,898,4,1,2,11,5,8,0,0,3,6,1472.0,564.096135,3.2051274380740082,rural
G0100350960300,Alabama,01,Conecuh County,035,960300,1731,722,193,635,87,84,91,131,75,43,12,8,40,74,78,111,103,140,138,151,47,78,103,84,62,51,27,1261,423,10,3,1,31,1,1,0,0,0,0,1579.0,391.51862,4.421245661317462,rural
G0100350960400,Alabama,01,Conecuh County,035,960400,3251,1424,284,1170,254,153,169,201,142,85,41,43,91,144,167,172,207,244,293,253,93,143,205,139,110,90,66,1701,1485,9,1,2,25,1,13,0,1,12,1,2936.0,480.255307,6.769316137926613,rural
G0100350960500,Alabama,01,Conecuh County,035,960500,1771,745,142,453,292,123,106,111,75,49,21,20,59,116,110,95,114,126,118,127,45,77,78,69,50,52,30,938,765,3,5,0,9,8,3,0,0,40,0,1591.0,90.973774,19.46714885105239,rural
G0100350960600,Alabama,01,Conecuh County,035,960600,4667,1979,530,1334,645,316,331,304,223,145,59,50,111,239,231,245,245,331,334,332,143,190,283,201,131,136,87,1994,2551,18,7,1,38,9,2,0,0,36,11,4019.0,675.050933,6.913552403015492,rural
G0100370961000,Alabama,01,Coosa County,037,961000,3956,1618,263,1197,421,219,233,248,179,116,44,31,104,206,211,267,287,292,329,311,106,138,185,158,123,90,79,1537,2263,16,2,5,38,16,16,0,0,59,4,3697.0,251.377007,15.737318409555254,rural
G0100370961100,Alabama,01,Coosa County,037,961100,3927,1594,525,1370,224,188,221,249,161,97,39,40,120,174,236,256,269,302,342,326,95,181,226,165,113,76,51,3622,221,19,3,2,36,14,0,0,0,6,4,3625.0,784.641557,5.004833053980086,rural
G0100370961200,Alabama,01,Coosa County,037,961200,3656,1582,896,1279,303,154,164,210,144,84,43,38,96,163,159,223,231,269,334,306,137,197,245,181,107,110,61,2445,1072,5,9,0,14,14,10,0,17,63,7,3065.0,649.872511,5.625718795790086,rural
G0100390961600,Alabama,01,Covington County,039,961600,4133,1713,646,1453,260,217,230,265,170,92,37,27,133,206,193,254,254,341,348,329,123,181,237,178,145,100,73,3914,140,10,6,3,36,18,0,0,0,5,1,4467.0,359.424486,11.498938333322121,rural
G0100390961700,Alabama,01,Covington County,039,961700,4032,1685,367,1410,275,237,233,232,151,109,44,46,117,213,226,261,240,315,328,310,98,170,227,188,124,95,68,3518,401,22,6,1,43,20,0,0,0,17,4,3749.0,504.067036,7.998936078018004,rural
